ViewerID,age,gender,children,marital,Household Size,Social Class,Household Status,Working Status,Ethnic Origin,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type,Mosaic Classification
40393-1,35-44,M,1,married,4 people,C2,Head of household,30+ hours per week,White British,3,"Digital Terrestrial, Digital Satellite & Digital Cable",Both Satellite and Cable,Digital Multichannel Only,Digital Terrestrial and Digital Satellite and Digital Cable Only,Claimant Cultures - Worn-Out Workers
40393-2,45-64,F,1,married,4 people,C2,Housewife,30+ hours per week,White British,3,"Digital Terrestrial, Digital Satellite & Digital Cable",Both Satellite and Cable,Digital Multichannel Only,Digital Terrestrial and Digital Satellite and Digital Cable Only,Claimant Cultures - Worn-Out Workers
40393-3,16-24,F,1,single,4 people,C2,Neither hw nor hh,f.t. education / under school,White British,3,"Digital Terrestrial, Digital Satellite & Digital Cable",Both Satellite and Cable,Digital Multichannel Only,Digital Terrestrial and Digital Satellite and Digital Cable Only,Claimant Cultures - Worn-Out Workers
40513-1,45-64,F,0,single,1 person,AB,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Alpha Territory - Voices of Authority
40526-1,45-64,F,1,married,3 people,AB,Housewife,30+ hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Low Spending Elders
40526-2,35-44,M,1,married,3 people,AB,Head of household,30+ hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Low Spending Elders
40666-1,45-64,F,0,single,1 person,C1,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Mid-Career Climbers
40703-1,35-44,M,1,married,4 people,AB,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Legacy of Labour
40703-2,25-34,F,1,married,4 people,AB,Housewife,8-29 hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Legacy of Labour
40775-1,45-64,M,0,single,1 person,C2,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Industrial Heritage - Small Wage Owners
40816-1,25-34,F,2,married,4 people,C2,Housewife,8-29 hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,New Homemakers - Foot on the Ladder
40816-2,25-34,M,2,married,4 people,C2,Head of household,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,New Homemakers - Foot on the Ladder
40840-1,35-44,F,2,married,5 people,AB,Housewife,No paid work,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Professional Rewards - Mid-Career Climbers
40840-2,35-44,M,2,married,5 people,AB,Head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Professional Rewards - Mid-Career Climbers
40871-1,45-64,F,0,single,2 people,C1,housewife and head of household,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Careers and Kids - Footloose Managers
40871-3,16-24,M,0,single,2 people,C1,Neither hw nor hh,f.t. education / under school,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Careers and Kids - Footloose Managers
40888-1,35-44,F,1,married,3 people,C1,housewife and head of household,8-29 hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Low Spending Elders
40888-2,35-44,M,1,married,3 people,C1,Neither hw nor hh,8-29 hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Low Spending Elders
40914-1,45-64,M,2,married,6 people,AB,Head of household,30+ hours per week,White British,7,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Suburban Mindsets - Garden Suburbia
40914-2,45-64,F,2,married,6 people,AB,Housewife,8-29 hours per week,White British,7,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Suburban Mindsets - Garden Suburbia
40914-3,16-24,F,2,single,6 people,AB,Neither hw nor hh,f.t. education / under school,White British,7,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Suburban Mindsets - Garden Suburbia
40959-1,25-34,F,0,married,2 people,AB,Housewife,8-29 hours per week,Other White,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Anti-Materialists
40959-2,35-44,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Anti-Materialists
40964-1,45-64,F,1,married,3 people,C1,Housewife,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Rural Solitude - Upland Struggle
40964-2,45-64,M,1,married,3 people,C1,Head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Rural Solitude - Upland Struggle
40965-1,35-44,F,2,married,4 people,D,Housewife,No paid work,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Settled Ex-Tenants
40965-2,35-44,M,2,married,4 people,D,Head of household,30+ hours per week,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Settled Ex-Tenants
40979-1,45-64,M,0,married,2 people,AB,housewife and head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Liberal Opinions - Convivial Homeowners
40979-2,45-64,F,0,married,2 people,AB,Neither hw nor hh,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Liberal Opinions - Convivial Homeowners
40980-1,45-64,F,0,married,3 people,C2,Housewife,8-29 hours per week,White British,5,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - New Parents in Need
40980-2,45-64,M,0,married,3 people,C2,Head of household,30+ hours per week,White British,5,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - New Parents in Need
40980-3,16-24,M,0,single,3 people,C2,Neither hw nor hh,f.t. education / under school,White British,5,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - New Parents in Need
41034-2,45-64,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Hardworking Families
41040-1,35-44,F,1,married,5 people,C2,Housewife,No paid work,Asian – Pakistani,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Multicultural Towers
41040-2,35-44,M,1,married,5 people,C2,Head of household,8-29 hours per week,Asian – Pakistani,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Multicultural Towers
41100-1,45-64,F,0,married,1 person,AB,housewife and head of household,30+ hours per week,Black – African,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Liberal Opinions - Bright Young Things
41112-2,45-64,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Parish Guardians
41112-3,45-64,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Parish Guardians
41169-1,25-34,F,0,single,2 people,AB,housewife and head of household,30+ hours per week,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,New Homemakers - Brownfield Pioneers
41169-2,25-34,M,0,single,2 people,AB,Neither hw nor hh,No paid work,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,New Homemakers - Brownfield Pioneers
41208-1,25-34,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Careers and Kids - Childcare Years
41208-2,25-34,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Careers and Kids - Childcare Years
41353-1,45-64,F,0,single,1 person,AB,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,New Homemakers - Brownfield Pioneers
41377-1,45-64,F,0,married,3 people,C2,Housewife,30+ hours per week,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Small Wage Owners
41377-2,45-64,M,0,married,3 people,C2,Head of household,30+ hours per week,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Small Wage Owners
41377-3,25-34,M,0,single,3 people,C2,Neither hw nor hh,30+ hours per week,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Small Wage Owners
41410-1,16-24,M,0,single,3 people,D,Head of household,f.t. education / under school,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Small Town Diversity - Side Street Singles
41410-2,45-64,F,0,single,3 people,D,Housewife,8-29 hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Small Town Diversity - Side Street Singles
41410-3,45-64,M,0,married,3 people,D,Neither hw nor hh,No paid work,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Small Town Diversity - Side Street Singles
41464-1,35-44,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Legacy of Labour
41464-2,25-34,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Legacy of Labour
41479-1,45-64,M,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Low Spending Elders
41492-1,45-64,M,0,married,2 people,C2,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Small Wage Owners
41492-2,45-64,F,0,married,2 people,C2,Housewife,8-29 hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Small Wage Owners
41504-2,45-64,F,0,single,1 person,C1,housewife and head of household,8-29 hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Convivial Homeowners
41532-2,45-64,F,0,married,2 people,C1,Housewife,No paid work,White British,3,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
41539-2,45-64,F,0,married,2 people,C1,Housewife,No paid work,Asian – Pakistani,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Streetwise Kids
41574-1,45-64,M,0,married,2 people,C1,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Clocking Off
41574-2,45-64,F,0,married,2 people,C1,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Clocking Off
41614-1,45-64,F,0,single,1 person,E,housewife and head of household,No paid work,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Pensioners in Blocks
41647-1,45-64,F,0,married,2 people,C1,Housewife,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Soccer Dads and Mums
41647-2,45-64,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Soccer Dads and Mums
41750-1,45-64,F,1,single,2 people,C2,housewife and head of household,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Streetwise Kids
41765-1,45-64,F,0,married,2 people,C2,Housewife,No paid work,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Elderly Needs - Low Spending Elders
41781-1,35-44,F,1,married,4 people,AB,Housewife,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Unclassified
41781-2,35-44,M,1,married,4 people,AB,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Unclassified
