respondent-id,age,gender,education,income,children,marital,pets
WN937M,45-64,F,University degree,Bottom 25%,1,single,3+
UV567D,45-64,F,Schooling until age 16,Mid 50%,1,married,2
LQ799C,45-64,F,Schooling until age 16,Mid 50%,0,single,3+
DP315C,45-64,F,Trade / technical school or college,Top 25%,0,married,1
HA727R,45-64,F,Trade / technical school or college,Prefer not to say,1,single,3+
VP117Z,45-64,M,Schooling until age 16,Mid 50%,2,married,0
GG612G,16-24,F,Schooling until age 18,Bottom 25%,0,single,0
VZ128E,45-64,F,Schooling until age 16,Mid 50%,1,single,3+
BZ726B,45-64,M,Schooling until age 18,Bottom 25%,0,single,2
MR160G,45-64,F,Schooling until age 18,Mid 50%,0,single,0
FL896E,35-44,F,Postgraduate degree,Prefer not to say,0,married,0
JA420Z,45-64,M,Trade / technical school or college,Mid 50%,0,single,3+
PR947V,35-44,F,Trade / technical school or college,Prefer not to say,1,single,0
NS259Q,45-64,M,Postgraduate degree,Top 25%,0,married,2
MM212C,45-64,F,Schooling until age 16,Prefer not to say,1,single,2
VY695L,45-64,M,Schooling until age 18,Top 25%,3+,married,0
OY134R,25-34,M,Postgraduate degree,Top 25%,2,married,2
KP781N,45-64,F,University degree,Mid 50%,1,married,1
WE388J,25-34,F,Postgraduate degree,Bottom 25%,0,married,3+
UC187L,45-64,F,Trade / technical school or college,Prefer not to say,0,married,3+
SW443G,35-44,F,Schooling until age 16,Mid 50%,2,married,3+
JJ378Y,45-64,F,Schooling until age 18,Prefer not to say,0,single,0
ES221B,25-34,F,University degree,Top 25%,0,single,1
WN769S,45-64,M,Postgraduate degree,Mid 50%,1,single,2
EZ758Z,45-64,M,Trade / technical school or college,Mid 50%,0,single,0
RO605J,16-24,F,University degree,Prefer not to say,0,single,3+
BE789Q,45-64,M,Trade / technical school or college,Mid 50%,0,single,2
MP998X,25-34,F,University degree,Mid 50%,0,married,1
PO925G,45-64,F,University degree,Mid 50%,0,single,3+
PF368M,45-64,F,Postgraduate degree,Prefer not to say,3+,married,1
MF499A,45-64,F,University degree,Mid 50%,0,single,3+
OS635S,45-64,M,Schooling until age 16,Bottom 25%,0,single,2
UC254G,16-24,M,University degree,Prefer not to say,0,single,0
PU529C,35-44,M,Postgraduate degree,Top 25%,1,married,3+
CK332U,45-64,M,Schooling until age 16,Mid 50%,2,single,2
RP798P,45-64,F,Schooling until age 16,Mid 50%,2,married,1
ZQ264G,45-64,F,Schooling until age 16,Bottom 25%,1,married,0
IB583N,45-64,F,Trade / technical school or college,Mid 50%,3+,married,3+
RO412H,16-24,F,Schooling until age 16,Bottom 25%,0,single,0
IW456V,25-34,F,University degree,Bottom 25%,0,married,1
FM766H,25-34,F,Trade / technical school or college,Mid 50%,1,single,0
CN537Q,45-64,M,Schooling until age 16,Prefer not to say,0,single,1
WR716U,25-34,F,Schooling until age 16,Mid 50%,2,married,2
NN650O,45-64,F,Trade / technical school or college,Mid 50%,2,married,3+
FK753S,45-64,F,Postgraduate degree,Mid 50%,2,single,3+
KA687Q,35-44,M,Schooling until age 16,Mid 50%,0,single,1
AY461O,45-64,F,University degree,Mid 50%,3+,single,0
RX788J,25-34,F,Schooling until age 16,Mid 50%,1,single,3+
LS670T,16-24,F,University degree,Mid 50%,0,single,1
ZO978L,16-24,F,Postgraduate degree,Top 25%,2,single,1
VU464G,35-44,F,University degree,Top 25%,3+,married,2
GN936A,16-24,F,Schooling until age 16,Mid 50%,0,married,1
NO472M,25-34,M,Schooling until age 16,Bottom 25%,1,single,0
YX838U,45-64,M,University degree,Mid 50%,0,married,0
NL183H,16-24,M,Schooling until age 18,Prefer not to say,0,single,2
GY263K,35-44,F,Schooling until age 16,Mid 50%,1,single,0
XR766H,45-64,M,Schooling until age 18,Mid 50%,0,married,1
UZ694H,25-34,M,University degree,Prefer not to say,0,single,1
ZV987E,45-64,F,Trade / technical school or college,Top 25%,2,married,2
RV789E,45-64,M,Trade / technical school or college,Mid 50%,3+,married,2
DY111Y,45-64,M,Trade / technical school or college,Top 25%,0,single,0
AM875Q,35-44,F,Postgraduate degree,Mid 50%,1,married,1
SK108U,45-64,F,Schooling until age 18,Mid 50%,0,single,0
BK219W,16-24,F,Schooling until age 18,Top 25%,0,single,2
EW695I,16-24,F,Schooling until age 18,Prefer not to say,0,single,1
HM280N,45-64,F,Postgraduate degree,Mid 50%,0,single,0
PK264I,45-64,F,Trade / technical school or college,Bottom 25%,0,single,0
FR754X,16-24,M,Schooling until age 18,Mid 50%,0,single,3+
DR770R,35-44,F,Trade / technical school or college,Mid 50%,0,single,1
TW503S,35-44,F,Schooling until age 16,Bottom 25%,0,single,3+
MO367O,35-44,F,Schooling until age 18,Bottom 25%,1,single,1
CY866P,25-34,F,Schooling until age 18,Mid 50%,1,married,3+
RW490T,45-64,F,Trade / technical school or college,Top 25%,2,married,2
QY170E,16-24,M,Schooling until age 18,Top 25%,0,single,0
DE788R,45-64,F,Postgraduate degree,Mid 50%,1,married,3+
RP481G,45-64,F,Schooling until age 16,Mid 50%,1,single,3+
NU152O,25-34,M,Postgraduate degree,Top 25%,2,married,0
KF389D,35-44,M,University degree,Mid 50%,0,married,2
XJ157N,45-64,F,Trade / technical school or college,Mid 50%,1,married,1
YU979H,35-44,F,Schooling until age 16,Bottom 25%,1,married,0
AE109L,25-34,F,Schooling until age 18,Mid 50%,1,single,0
CN268W,35-44,F,University degree,Top 25%,1,married,3+
BI243M,45-64,F,Postgraduate degree,Bottom 25%,2,single,2
LB226T,25-34,F,University degree,Top 25%,2,single,2
XL317O,45-64,M,Schooling until age 18,Mid 50%,0,single,1
OV262E,35-44,F,Trade / technical school or college,Mid 50%,0,single,3+
SB348F,25-34,F,Trade / technical school or college,Mid 50%,3+,single,3+
SY961P,35-44,M,Schooling until age 16,Mid 50%,0,married,2
CT445R,45-64,F,Trade / technical school or college,Top 25%,2,married,0
IQ422H,45-64,F,Schooling until age 18,Prefer not to say,2,single,3+
SG249A,45-64,F,Schooling until age 16,Prefer not to say,1,single,0
LW517X,35-44,F,Trade / technical school or college,Mid 50%,1,single,3+
DU707P,25-34,M,Postgraduate degree,Mid 50%,0,single,2
MJ513R,25-34,F,University degree,Mid 50%,0,single,1
CE852Q,45-64,M,Schooling until age 16,Prefer not to say,0,single,3+
YU565Z,45-64,F,Trade / technical school or college,Bottom 25%,1,married,1
GX362G,25-34,M,Schooling until age 18,Bottom 25%,1,married,2
OC841W,45-64,F,Schooling until age 18,Bottom 25%,0,single,0
TQ677Q,16-24,F,Schooling until age 18,Prefer not to say,0,single,1
SG180X,45-64,M,University degree,Top 25%,2,married,3+
UT259F,25-34,F,Schooling until age 18,Top 25%,1,married,1
AJ689T,45-64,M,University degree,Top 25%,1,married,1
VX906D,25-34,F,Schooling until age 18,Bottom 25%,0,single,1
PI350Y,25-34,M,University degree,Bottom 25%,0,single,0
TH553O,45-64,F,Trade / technical school or college,Bottom 25%,2,single,3+
LO456Z,16-24,F,Schooling until age 18,Top 25%,0,single,3+
TU181I,16-24,M,University degree,Prefer not to say,0,single,2
PA797Q,45-64,M,Trade / technical school or college,Mid 50%,2,married,3+
YP377Z,16-24,M,Schooling until age 18,Bottom 25%,0,single,2
KW930R,45-64,F,Schooling until age 18,Mid 50%,2,married,1
PS966H,35-44,F,Schooling until age 18,Mid 50%,2,single,1
AD145N,16-24,M,Schooling until age 16,Bottom 25%,0,single,3+
DM599O,35-44,M,Schooling until age 18,Mid 50%,0,single,0
TJ240I,35-44,M,Schooling until age 18,Mid 50%,0,single,3+
JK855Y,45-64,F,Schooling until age 18,Bottom 25%,2,married,2
MM544F,35-44,F,University degree,Mid 50%,2,married,3+
RC368P,45-64,F,Postgraduate degree,Top 25%,2,married,1
SI610B,25-34,F,Postgraduate degree,Bottom 25%,0,single,2
LH467D,45-64,F,Postgraduate degree,Mid 50%,1,single,3+
UO111G,35-44,F,Schooling until age 16,Bottom 25%,0,single,2
EX372Y,45-64,F,University degree,Top 25%,2,married,0
TO203L,35-44,F,Schooling until age 16,Prefer not to say,0,single,1
VI140F,16-24,M,Schooling until age 16,Mid 50%,0,single,3+
KN355O,35-44,F,Schooling until age 16,Mid 50%,0,single,3+
KI523P,35-44,F,Trade / technical school or college,Bottom 25%,1,single,1
ME780W,16-24,F,Schooling until age 18,Mid 50%,0,single,1
YT636L,45-64,F,Schooling until age 16,Mid 50%,2,married,3+
AY970X,25-34,M,University degree,Top 25%,1,married,3+
VC174O,45-64,F,Schooling until age 18,Mid 50%,2,married,0
FM616Y,45-64,F,University degree,Prefer not to say,1,single,2
FW684N,25-34,F,Schooling until age 18,Mid 50%,0,single,0
QV803K,45-64,M,Schooling until age 18,Top 25%,2,single,2
OB628S,25-34,F,Schooling until age 18,Top 25%,0,single,1
XI253Z,35-44,F,University degree,Mid 50%,2,married,1
VQ754S,35-44,M,University degree,Bottom 25%,3+,single,3+
XA291B,35-44,M,University degree,Top 25%,0,single,1
LX147V,16-24,F,Schooling until age 18,Prefer not to say,0,single,3+
PW986E,25-34,F,Schooling until age 16,Mid 50%,1,single,1
TU346V,45-64,F,Trade / technical school or college,Mid 50%,1,single,3+
AL255D,25-34,M,Schooling until age 16,Bottom 25%,1,single,1
TD952W,45-64,F,Postgraduate degree,Mid 50%,0,single,2
XN935K,25-34,F,Postgraduate degree,Bottom 25%,2,single,2
HQ635C,45-64,M,Schooling until age 16,Mid 50%,2,single,2
DR495E,16-24,F,University degree,Mid 50%,0,single,0
VG493J,16-24,F,Schooling until age 16,Prefer not to say,0,single,0
VT792U,45-64,M,Schooling until age 16,Bottom 25%,0,single,3+
UR427W,25-34,M,Schooling until age 16,Mid 50%,3+,single,3+
KF903U,35-44,F,Schooling until age 18,Mid 50%,2,single,2
OM138W,45-64,M,University degree,Bottom 25%,0,single,1
JD970R,25-34,F,Schooling until age 16,Prefer not to say,0,single,0
JS839C,45-64,M,Schooling until age 18,Mid 50%,0,single,0
AW121D,35-44,M,Schooling until age 18,Bottom 25%,0,single,2
NO964G,45-64,M,University degree,Mid 50%,0,single,2
HO726Y,25-34,F,Trade / technical school or college,Bottom 25%,0,single,0
XN720T,25-34,M,University degree,Mid 50%,0,single,1
JD742B,45-64,F,University degree,Top 25%,0,married,3+
YB116X,16-24,M,Schooling until age 16,Bottom 25%,0,single,3+
NA723W,25-34,M,University degree,Top 25%,1,married,0
UZ667U,45-64,F,University degree,Mid 50%,0,single,2
FA331K,45-64,F,Trade / technical school or college,Prefer not to say,1,single,3+
BS213J,45-64,F,Schooling until age 16,Mid 50%,2,married,2
ZH296L,45-64,M,Schooling until age 18,Mid 50%,2,single,3+
EE376S,45-64,M,Trade / technical school or college,Top 25%,3+,married,1
FV604M,45-64,M,Postgraduate degree,Top 25%,1,married,1
CP287C,35-44,F,Trade / technical school or college,Bottom 25%,0,single,1
RG857Y,45-64,F,Schooling until age 16,Bottom 25%,0,single,2
TY902C,25-34,F,University degree,Mid 50%,1,married,1
PO102A,25-34,F,Trade / technical school or college,Top 25%,3+,single,0
CL874Q,16-24,F,Trade / technical school or college,Top 25%,0,single,3+
CR912S,45-64,M,Schooling until age 18,Mid 50%,1,married,0
XQ248Q,35-44,F,Schooling until age 18,Mid 50%,1,married,2
VP460X,25-34,M,Schooling until age 16,Top 25%,1,single,2
ST338U,35-44,M,University degree,Mid 50%,0,single,0
ZN809I,45-64,M,Trade / technical school or college,Bottom 25%,0,single,1
PW220B,45-64,M,Schooling until age 18,Bottom 25%,0,single,2
UQ641D,25-34,F,University degree,Mid 50%,2,married,2
TG793G,16-24,M,Schooling until age 16,Prefer not to say,0,single,2
KK275G,25-34,M,Trade / technical school or college,Bottom 25%,1,single,1
CK934J,16-24,F,Schooling until age 16,Bottom 25%,0,single,3+
DL705C,16-24,F,Trade / technical school or college,Mid 50%,1,married,1
IA267C,25-34,F,University degree,Mid 50%,3+,married,2
XK246I,25-34,M,Trade / technical school or college,Mid 50%,3+,single,2
TA263O,45-64,M,Schooling until age 18,Prefer not to say,0,married,2
AW553N,16-24,F,Schooling until age 18,Prefer not to say,0,single,1
KA936F,45-64,F,University degree,Bottom 25%,0,single,3+
QP865J,45-64,F,University degree,Mid 50%,0,single,2
RB665M,45-64,F,University degree,Bottom 25%,0,single,0
DW387B,45-64,M,Schooling until age 16,Top 25%,2,married,2
SJ856W,45-64,F,University degree,Mid 50%,3+,married,1
ZE410B,16-24,F,Schooling until age 18,Prefer not to say,0,single,2
HP561C,16-24,F,Schooling until age 18,Bottom 25%,0,single,1
NN764Z,35-44,F,Trade / technical school or college,Mid 50%,3+,married,3+
FN741E,35-44,F,University degree,Mid 50%,1,single,3+
LL233D,16-24,F,Trade / technical school or college,Bottom 25%,0,single,0
VY926G,45-64,M,Trade / technical school or college,Top 25%,2,married,3+
RH851O,45-64,F,University degree,Mid 50%,0,single,1
QD209Z,25-34,F,University degree,Top 25%,2,married,0
EX409C,35-44,F,Trade / technical school or college,Prefer not to say,3+,single,3+
OX822S,45-64,M,Trade / technical school or college,Mid 50%,1,married,1
VG308H,25-34,F,Schooling until age 18,Top 25%,0,single,2
CD297N,35-44,M,Trade / technical school or college,Mid 50%,2,married,1
GK545A,16-24,F,Schooling until age 18,Bottom 25%,0,single,1
MA922X,35-44,F,Postgraduate degree,Top 25%,0,single,0
JE304G,45-64,F,University degree,Prefer not to say,0,married,2
HK434X,35-44,M,Postgraduate degree,Top 25%,2,married,2
EJ279Q,35-44,F,University degree,Top 25%,2,married,2
UV564G,25-34,F,Trade / technical school or college,Mid 50%,2,single,2
JR554K,16-24,M,Schooling until age 18,Mid 50%,0,single,3+
BZ798O,45-64,M,Trade / technical school or college,Top 25%,2,married,0
QY184U,45-64,F,University degree,Prefer not to say,0,single,1
TI939B,25-34,M,University degree,Top 25%,2,married,3+
BN299W,25-34,F,Schooling until age 18,Mid 50%,2,single,3+
AW504I,25-34,M,Postgraduate degree,Top 25%,1,married,3+
VE222Z,16-24,M,Schooling until age 18,Bottom 25%,0,single,1
FF592N,45-64,F,University degree,Prefer not to say,0,married,1
AJ508B,45-64,F,Schooling until age 16,Bottom 25%,0,single,1
RL437N,25-34,M,University degree,Top 25%,2,single,3+
UT561Z,16-24,F,Schooling until age 18,Bottom 25%,0,single,3+
SM322Z,45-64,M,University degree,Top 25%,1,married,1
UX756L,35-44,M,University degree,Mid 50%,0,married,2
QN391C,16-24,M,Postgraduate degree,Top 25%,0,single,2
DH322B,16-24,F,University degree,Mid 50%,0,single,3+
TE195N,16-24,F,Schooling until age 18,Bottom 25%,0,single,0
DX561S,16-24,M,University degree,Top 25%,0,single,1
HO984L,25-34,F,Postgraduate degree,Mid 50%,0,single,1
FH373Z,25-34,M,Trade / technical school or college,Top 25%,0,single,3+
AW758T,35-44,F,Trade / technical school or college,Mid 50%,2,single,2
YN645B,35-44,F,Schooling until age 18,Top 25%,2,married,1
JR299I,35-44,F,Postgraduate degree,Mid 50%,0,single,0
BA760M,45-64,M,Postgraduate degree,Top 25%,0,single,2
ZO180N,25-34,F,Schooling until age 16,Mid 50%,2,married,3+
CN999W,25-34,M,Schooling until age 18,Prefer not to say,0,single,2
QC315G,35-44,F,Trade / technical school or college,Prefer not to say,2,married,1
YE511E,45-64,M,University degree,Top 25%,2,married,3+
UK963C,35-44,F,University degree,Mid 50%,2,married,0
OR996B,35-44,M,Schooling until age 16,Bottom 25%,1,single,0
XF512I,25-34,M,Trade / technical school or college,Mid 50%,0,single,0
CX754N,35-44,M,Schooling until age 18,Top 25%,1,married,0
FL843T,25-34,F,Schooling until age 18,Mid 50%,1,single,0
HI632B,45-64,F,University degree,Top 25%,1,married,1
ZG883I,35-44,F,University degree,Mid 50%,2,married,2
GJ393C,45-64,M,Schooling until age 16,Mid 50%,0,single,1
VD572F,35-44,F,Schooling until age 16,Prefer not to say,1,married,1
NT827X,45-64,M,Schooling until age 16,Mid 50%,0,single,3+
PY481Y,35-44,F,University degree,Mid 50%,0,single,2
BI554T,45-64,F,Schooling until age 16,Prefer not to say,2,married,3+
GY393X,35-44,F,University degree,Mid 50%,3+,married,0
AR896C,35-44,F,Schooling until age 18,Mid 50%,0,single,0
FI843I,25-34,M,University degree,Mid 50%,0,single,0
ZY533P,35-44,M,Trade / technical school or college,Bottom 25%,2,married,3+
JS755P,35-44,M,Schooling until age 16,Mid 50%,0,married,3+
TT168G,35-44,M,Schooling until age 16,Bottom 25%,0,married,3+
PZ681J,16-24,M,Schooling until age 18,Mid 50%,0,single,0
UX966H,45-64,M,University degree,Mid 50%,0,married,3+
WQ857R,16-24,F,Schooling until age 16,Bottom 25%,0,single,1
VI436B,16-24,F,Schooling until age 16,Prefer not to say,0,single,2
WT641F,45-64,F,University degree,Bottom 25%,1,single,0
SE729J,25-34,F,Schooling until age 18,Mid 50%,2,married,3+
JQ378J,45-64,M,University degree,Mid 50%,3+,married,1
ML459L,25-34,F,Trade / technical school or college,Mid 50%,1,single,0
FS781X,45-64,F,Postgraduate degree,Mid 50%,0,single,1
BX145E,45-64,M,Schooling until age 16,Mid 50%,0,married,1
EQ663I,25-34,F,Schooling until age 18,Mid 50%,1,married,0
AG446Q,45-64,F,Trade / technical school or college,Top 25%,0,single,2
EA427D,25-34,F,Trade / technical school or college,Mid 50%,2,married,0
NF595T,35-44,M,University degree,Top 25%,2,married,1
YQ958K,45-64,M,Schooling until age 16,Bottom 25%,1,single,0
GG710S,25-34,M,University degree,Top 25%,2,married,0
AN572L,25-34,F,University degree,Mid 50%,1,single,0
PJ331A,25-34,M,Schooling until age 18,Bottom 25%,2,married,2
FP961O,35-44,M,University degree,Mid 50%,3+,married,2
BU153D,45-64,F,Schooling until age 16,Mid 50%,1,married,1
JQ782N,45-64,M,University degree,Mid 50%,2,married,1
AE387N,35-44,F,Postgraduate degree,Top 25%,0,single,3+
MK702U,45-64,F,Trade / technical school or college,Prefer not to say,1,single,2
MB409J,45-64,F,Schooling until age 16,Mid 50%,2,married,0
EB124X,45-64,F,University degree,Prefer not to say,0,single,2
XU162B,16-24,F,University degree,Mid 50%,0,single,0
XD750R,35-44,F,University degree,Mid 50%,3+,married,3+
OL124O,45-64,F,Trade / technical school or college,Mid 50%,1,married,0
MH899K,35-44,F,University degree,Mid 50%,0,single,0
CE276M,35-44,F,Schooling until age 18,Bottom 25%,2,married,1
MC334Q,45-64,F,University degree,Top 25%,3+,married,0
EH637B,16-24,F,Schooling until age 16,Top 25%,0,single,1
KJ549V,45-64,F,Schooling until age 16,Mid 50%,0,single,2
KX150K,16-24,F,Schooling until age 18,Bottom 25%,0,single,1
UI356Z,45-64,M,Schooling until age 18,Mid 50%,0,single,2
KY785P,45-64,M,Trade / technical school or college,Prefer not to say,0,single,1
FV364X,25-34,M,University degree,Top 25%,1,married,1
RY384Z,35-44,M,University degree,Top 25%,0,single,2
SY758K,25-34,M,Postgraduate degree,Top 25%,1,married,0
WJ644H,25-34,M,University degree,Mid 50%,0,single,1
WT833Q,45-64,F,Trade / technical school or college,Mid 50%,2,single,0
XD830D,16-24,F,University degree,Mid 50%,0,single,3+
ZE464E,25-34,F,University degree,Mid 50%,2,single,3+
FI708U,45-64,F,Trade / technical school or college,Prefer not to say,0,married,3+
RZ420V,35-44,F,Trade / technical school or college,Bottom 25%,1,single,0
LO819V,35-44,F,Schooling until age 16,Bottom 25%,1,single,2
DQ853H,35-44,M,Postgraduate degree,Top 25%,0,single,1
UU251B,45-64,F,Schooling until age 16,Bottom 25%,2,single,3+
NL534V,35-44,F,Schooling until age 18,Mid 50%,1,married,2
MA621B,45-64,F,Schooling until age 16,Mid 50%,0,single,1
DD296F,25-34,M,University degree,Top 25%,2,married,2
IV963L,45-64,M,University degree,Mid 50%,2,married,3+
XX444N,35-44,M,Postgraduate degree,Top 25%,2,married,3+
TS528J,35-44,M,Trade / technical school or college,Top 25%,2,married,1
CK259J,35-44,M,Schooling until age 16,Top 25%,0,single,3+
NT910H,45-64,F,University degree,Mid 50%,2,married,3+
EU461A,45-64,F,Postgraduate degree,Top 25%,2,married,0
RS677Q,45-64,F,University degree,Mid 50%,0,single,2
RP398F,35-44,F,Schooling until age 18,Mid 50%,1,single,3+
VC964Q,35-44,M,Trade / technical school or college,Mid 50%,0,single,1
OM439C,35-44,F,Schooling until age 16,Mid 50%,0,single,2
AC806T,45-64,M,University degree,Mid 50%,0,single,2
CI774L,45-64,F,Schooling until age 16,Bottom 25%,2,married,1
IR221Y,45-64,F,Schooling until age 18,Prefer not to say,3+,married,2
GN716X,45-64,M,University degree,Top 25%,1,married,1
GF526P,16-24,F,Schooling until age 18,Top 25%,0,single,0
OR755C,35-44,F,Schooling until age 18,Top 25%,3+,married,1
VG116S,35-44,F,University degree,Top 25%,2,married,1
